Id,Size,HistoricalPrice,CurrentPrice
2058,2191,121213,256435
2059,3386,101950,236314
2060,3240,354043,340664
2061,2476,316085,314998
2062,3330,372555,498431
2063,4407,490747,269318
2064,1389,424888,542278
2065,1999,248843,537102
2066,1524,397197,167528
2067,4311,348966,150068
2068,2855,238117,481397
2069,2506,419767,492898
2070,1658,129714,325040
2071,3763,265458,503082
2072,4663,471427,591839
2073,1890,370706,192129
2074,4626,417192,404935
2075,2481,455439,526140
2076,4160,112026,375760
2077,4731,206147,211321
2078,4166,131589,161526
2079,1451,208199,373524
2080,3475,459418,389583
2081,4222,388988,307781
2082,2537,452559,257535
2083,4447,308574,165063
2084,4093,314340,285795
2085,1882,154708,154213
2086,1312,170825,434941
2087,1839,151574,382842
2088,3566,447692,234946
2089,4277,332409,238918
2090,1374,286381,326289
2091,1450,164230,173655
2092,4697,354451,359062
2093,4855,402725,293659
2094,4062,347174,434699
2095,1594,319700,178071
2096,4250,387249,432383
2097,2233,441974,273441
2098,1499,431301,509282
2099,1463,449379,461295
2100,4911,346514,152203
2101,4195,364491,294707
2102,1112,326094,333643
2103,2035,409794,282216
2104,4197,248182,575915
2105,4636,293242,365691
2106,3378,498139,503807
2107,2924,282873,541988
2108,4354,224926,424357
2109,1139,181147,166944
2110,2424,410279,216723
2111,3949,119199,349741
2112,4168,463727,218947
2113,1516,283208,315529
2114,3616,454434,185191
2115,2947,320868,397129
2116,3893,220787,401767
2117,4140,214427,222264
2118,3165,248063,338996
2119,1887,253625,576960
2120,4130,320782,596640
2121,4104,187493,359409
2122,2341,493850,576102
2123,1049,374915,511990
2124,4951,225607,531694
2125,4560,346834,234963
2126,1018,179876,413116
2127,1725,267071,511363
2128,3244,302959,287693
2129,4962,421792,372621
2130,2473,343722,199738
2131,3606,437927,338766
2132,4750,144440,466921
2133,1451,131655,426674
2134,3336,143039,288426
2135,2164,417399,458673
2136,2107,172219,515039
2137,4765,286061,463858
2138,3438,373388,369831
2139,4662,194594,274750
2140,1214,420739,584448
2141,2549,270623,595295
2142,3262,294302,270883
2143,4474,466042,293622
2144,1127,390515,407391
2145,2845,259950,500340
2146,4548,267229,472529
2147,1759,105914,476880
2148,3451,314772,442412
2149,4100,389324,285362
2150,2815,496904,598250
2151,3385,442363,442282
2152,3878,440760,400927
2153,3761,327561,536794
2154,1360,287435,425576
2155,1568,195213,217058
2156,2415,137805,208175
2157,3265,226599,183329
2158,2597,253775,555544
2159,2692,290093,577463
2160,1201,174176,418821
2161,3064,194799,200357
2162,3369,198385,205812
2163,1517,335654,191616
2164,4641,188919,592957
2165,2348,181462,596694
2166,2435,279340,335128
2167,2341,265320,457678
2168,1680,131159,360128
2169,2988,142039,214162
2170,4153,332974,456855
2171,4545,147800,303877
2172,2491,402905,508124
2173,1424,194626,432287
2174,2968,218368,258380
2175,4802,274735,343545
2176,2712,180903,297089
2177,4275,218998,191423
2178,4654,341324,191713
2179,4066,499029,224310
2180,3434,422038,414349
2181,1777,333229,465410
2182,3145,413588,293414
2183,4416,161748,344262
2184,2826,141190,231863
2185,1207,140318,302272
2186,2537,268090,288260
2187,2659,224078,538377
2188,4863,139759,414952
2189,3633,378642,425995
2190,3213,125989,543126
2191,1021,256640,346000
2192,1153,479179,558274
2193,2962,428721,164620
2194,4510,467375,595971
2195,4366,261171,212995
2196,1218,452044,186681
2197,1668,466823,476653
2198,2518,385626,217703
2199,3277,431356,348752
2200,3067,392192,389128
2201,3600,496281,454280
2202,1949,495252,372452
2203,3195,135814,505843
2204,4179,290766,500600
2205,1402,491637,233086
2206,1595,160204,317415
2207,4554,132844,529673
2208,3414,348827,430398
2209,4905,345256,473417
2210,2437,444087,267574
2211,4380,121518,264847
2212,3849,123052,255547
2213,3965,356346,162926
2214,4906,169803,380431
2215,2157,171524,501671
2216,2742,324582,519531
2217,2306,451716,439707
2218,4849,167021,573904
2219,1072,311321,315202
2220,1480,382187,413069
2221,4423,102419,201595
2222,1559,287964,280249
2223,4397,221831,166321
2224,1744,344688,553985
2225,2466,201799,317820
2226,1099,294941,321100
2227,2082,276282,428295
2228,3555,419744,226133
2229,3305,478611,184187
2230,1412,440641,193835
2231,4523,208611,412203
2232,2088,237559,366789
2233,3642,422836,177235
2234,2177,162112,244208
2235,3008,339040,217114
2236,3313,378504,326438
2237,1820,333451,279191
2238,4150,321490,524975
2239,4386,445182,534033
2240,1661,365161,407057
2241,3994,448405,231583
2242,1559,291196,182160
2243,3964,347418,511155
2244,3938,321370,417421
2245,2271,289340,544996
2246,2813,166320,589795
2247,3915,335067,529245
2248,1609,312373,392521
2249,3461,393271,472894
2250,1024,496412,206902
2251,3028,437232,361270
2252,1283,280786,266849
2253,2472,394065,247052
2254,3928,366890,277894
2255,1300,430679,313233
2256,2091,165350,587715
2257,2030,281417,312958
2258,1816,340678,552016
2259,4208,443275,199460
2260,4235,122063,541568
2261,1082,217116,220975
2262,2920,451057,545580
2263,4721,441090,166568
2264,4491,277043,319164
2265,4144,234670,212679
2266,4308,110564,215781
2267,3093,342124,420574
2268,1617,327506,188692
2269,3975,411869,180086
2270,4871,186134,461815
2271,3309,205940,379334
2272,1175,162085,294973
2273,2189,117862,416051
2274,3704,372409,379652
2275,1841,240777,178604
2276,1369,286351,187869
2277,2818,162471,295609
2278,3101,191080,293573
2279,1689,417972,404557
2280,4490,479028,269261
2281,2779,208007,580587
2282,4578,146104,526783
2283,2364,140934,523834
2284,4198,354606,580037
2285,2432,476564,369804
2286,4995,106050,537736
2287,1366,275024,418217
2288,4342,370628,342077
2289,1643,424792,430245
2290,4676,422089,574642
2291,3426,284750,244877
2292,1072,131323,419457
2293,4994,186332,311845
2294,4993,456749,571219
2295,3962,355540,209668
2296,2271,354547,504100
2297,1859,372459,352322
2298,4856,410112,265087
2299,1042,257591,531595
2300,3424,371251,242675
2301,2064,155781,241634
2302,3217,366013,585510
2303,3259,443127,294654
2304,2516,107971,259119
2305,4751,458949,294832
2306,3086,354927,483935
2307,1368,387795,494302
2308,3804,419118,579199
2309,1150,123446,583525
2310,2134,357419,179715
2311,2503,269180,579631
2312,2459,103823,368400
2313,2070,244526,500404
2314,2023,235004,594797
2315,2598,305162,284724
2316,3784,167965,438441
2317,3040,372654,379030
2318,2389,241609,557244
2319,1068,205935,294875
2320,3346,431278,418451
2321,1943,333705,574541
2322,1801,434398,470760
2323,3343,353978,574790
2324,3250,244854,269828
2325,1060,476924,365870
2326,1945,487688,296004
2327,4010,427731,558965
2328,4901,444382,420871
2329,2337,437864,336478
2330,2184,178004,167332
2331,1330,122072,554050
2332,2551,181015,301397
2333,1337,325075,290285
2334,2629,320010,525885
2335,2327,172746,282475
2336,2526,276774,469115
2337,2673,464404,399271
2338,2361,499273,597246
2339,2573,228259,223042
2340,3686,130916,245195
2341,1274,127268,288663
2342,2187,275050,539288
2343,4514,343966,425140
2344,3366,123259,464629
2345,3636,179400,197830
2346,3551,396437,184370
2347,4757,211581,469716
2348,3434,107043,441242
2349,2993,281502,342633
2350,1869,207009,414340
2351,3880,401037,292163
2352,2014,309137,361648
2353,2911,261940,346326
2354,1602,388453,461406
2355,4821,385428,287095
2356,2799,488945,170543
2357,1690,213259,514315
2358,1493,200804,585553
2359,1489,169000,321481
2360,3768,184179,220540
2361,4144,427193,291035
2362,3556,391409,294868
2363,1389,360226,190972
2364,4690,123880,222613
2365,4928,446723,245384
2366,1294,493471,228062
2367,2392,494718,415405
2368,3843,301264,429190
2369,3912,427568,425541
2370,2717,433110,502949
2371,3596,272438,437901
2372,1648,345352,296371
2373,2873,167396,405456
2374,1567,433838,282974
2375,4258,499022,531003
2376,3900,379250,396088
2377,3817,156731,192399
2378,1444,175010,198330
2379,4641,349091,589524
2380,1362,394743,402055
2381,3170,171326,284918
2382,2211,348876,293431
2383,1741,437850,330448
2384,3041,109004,218056
2385,1679,215018,190832
2386,3467,125792,301170
2387,4697,154645,267095
2388,4323,107232,254987
2389,2642,154766,331034
2390,2572,220601,500816
2391,2358,181588,448029
2392,3139,279614,171157
2393,4601,105913,591588
2394,4937,212406,169674
2395,1062,213693,182357
2396,4733,193449,424722
2397,3559,110567,540601
2398,2162,138379,545467
2399,4769,306040,360121
2400,4256,362463,580645
2401,2228,190005,590087
2402,3819,473134,306571
2403,4285,323098,549637
2404,1255,104791,333276
2405,1134,231401,567807
2406,4644,305459,342012
2407,1874,161032,367443
2408,1821,275150,253229
2409,3135,450806,293274
2410,4907,121300,536125
2411,4035,437844,372274
2412,4278,155609,300362
2413,4200,291634,561346
2414,1822,190045,449221
2415,4074,424045,405672
2416,1973,367847,265136
2417,3981,323717,300468
2418,2777,425259,364560
2419,1120,319162,210530
2420,4456,127676,345346
2421,2637,483476,268179
2422,4109,320412,177122
2423,2364,276512,441525
2424,2007,267995,326507
2425,1924,391946,517758
2426,1644,452475,304339
2427,3032,224786,263271
2428,3761,427313,343050
2429,3907,168147,288160
2430,3068,122075,247354
2431,1241,444159,539872
2432,3502,305788,162822
2433,4010,109304,331288
2434,3668,229851,579805
2435,3350,482873,346334
2436,2619,159622,282508
2437,4666,416359,523345
2438,1802,436117,439425
2439,1963,208654,500161
2440,1068,349109,508149
2441,2152,386172,234403
2442,1195,139328,518167
2443,3187,389445,335024
2444,4515,400159,172766
2445,3330,318348,376345
2446,3359,136845,564429
2447,1745,448962,506035
2448,4606,176394,474383
2449,2688,275231,303609
2450,1276,405858,546010
2451,1060,180722,390904
2452,4390,387374,313396
2453,2913,192554,206764
2454,3099,149262,180858
2455,4927,141722,192850
2456,3200,424940,556234
2457,2772,271231,277171
2458,2334,340740,495161
2459,2837,187052,462934
2460,3591,200808,493264
2461,1566,355416,421994
2462,4935,362128,372309
2463,4460,321281,518903
2464,2571,498455,327047
2465,1621,346052,346582
2466,3025,454095,477840
2467,2200,413030,306904
2468,4433,465568,377818
2469,1313,204697,237826
2470,3854,331572,305958
2471,3895,332842,379002
2472,3144,196299,289490
2473,3928,265746,273152
2474,2236,249177,157081
2475,3876,260811,514860
2476,1136,263041,291186
2477,2029,114497,398917
2478,4058,495032,430866
2479,3156,354204,499652
2480,3594,481059,541896
2481,4110,357471,167985
2482,1661,192019,549104
2483,3472,290326,532378
2484,3677,209017,389990
2485,3308,431529,495989
2486,4497,318220,535590
2487,1086,205153,300371
2488,3512,133826,599266
2489,3123,210034,256747
2490,3518,184242,172036
2491,3461,485210,406306
2492,3872,150100,366493
2493,3942,321171,179346
2494,3773,487314,525651
2495,3504,497575,526817
2496,2308,458349,438835
2497,4310,112809,255578
2498,2700,164450,430130
2499,4670,400572,308918
2500,3700,434934,461809
2501,3719,211126,263408
2502,4629,452465,322473
2503,4443,364237,223728
2504,1494,144498,200054
2505,2647,216251,319559
2506,2942,140985,552628
2507,2068,394153,231499
2508,2424,490659,332545
2509,4318,117718,511303
2510,4687,378849,216553
2511,1596,449762,155279
2512,1449,162598,419856
2513,1484,440022,427961
2514,1645,374383,334904
2515,3667,408766,505760
2516,4089,146665,599440
2517,2629,394418,549840
2518,1661,470512,572342
2519,1757,246075,230667
2520,1288,261938,318534
2521,4485,253060,339748
2522,1720,470707,327887
2523,1637,321516,384027
2524,3282,236746,369983
2525,3463,301610,438237
2526,3985,455247,261030
2527,1498,166446,267385
2528,4021,129072,313597
2529,1633,133717,179030
2530,2673,318417,194067
2531,3030,257723,548423
2532,4067,479346,488577
2533,1114,484533,438783
2534,3979,209525,546008
2535,1673,313092,150420
2536,2736,104646,169198
2537,2257,401857,578824
2538,4611,430080,327277
2539,4082,275403,232951
2540,3253,384329,387015
2541,4750,446407,430019
2542,3294,329728,220511
2543,4630,152107,241997
2544,3805,344865,433475
2545,4198,379707,429037
2546,1146,170729,345985
2547,3165,377845,168243
2548,4982,300144,165535
2549,4453,315494,479538
2550,1411,352615,306561
2551,2687,228331,491358
2552,4655,260482,532439
2553,3410,199280,512513
2554,2532,289787,262695
2555,1136,138665,365958
2556,4246,378101,425490
2557,4360,408152,329077
2558,4005,424064,549989
2559,4552,359285,376073
2560,1018,263947,272580
2561,3242,213828,487468
2562,3377,485996,313415
2563,2959,232698,393470
2564,3222,190815,514890
2565,2001,294894,224783
2566,1448,303485,589179
2567,2948,264714,585199
2568,1945,400455,317044
2569,2377,132356,429103
2570,2522,365953,501487
2571,1140,397019,315205
2572,3805,341121,370826
2573,2920,371609,201150
2574,3977,297167,433878
2575,1092,435988,167400
2576,1238,296322,301074
2577,1204,449033,510473
2578,3607,115250,536582
2579,2456,146023,579708
2580,1244,201350,247753
2581,1831,277696,374540
2582,4388,116427,521007
2583,3972,433787,311947
2584,1294,310084,306118
2585,3687,234511,304736
2586,1855,318403,567669
2587,4353,178672,154746
2588,3064,117300,370581
2589,1070,422433,273765
2590,2292,119659,556433
2591,2348,262475,475328
2592,4865,345259,238898
2593,1304,110360,453979
2594,4522,383568,421277
2595,2030,198035,251345
2596,2337,148791,190533
2597,1816,496281,548620
2598,2126,299867,314411
2599,1820,374444,440869
2600,1192,133370,355404
2601,2776,300903,588596
2602,4645,127209,591289
2603,1528,383071,341945
2604,3218,134579,367972
2605,4608,371176,277240
2606,1250,193254,322413
2607,2788,440557,413380
2608,4458,213528,480060
2609,4278,323274,517625
2610,3588,486060,278357
2611,4700,338292,426682
2612,3026,434446,555187
2613,3463,281026,249821
2614,3841,348342,188655
2615,2403,319437,358094
2616,2167,447901,210784
2617,3072,378076,534691
2618,4893,387858,530321
2619,3715,157803,318482
2620,2096,233624,503126
2621,3679,156627,594518
2622,2847,277059,564919
2623,4904,441954,456335
2624,4164,145380,399526
2625,1504,260322,466256
2626,2621,299416,161399
2627,3383,426830,516509
2628,3472,482465,162685
2629,3546,407172,499921
2630,2387,246367,416631
2631,3994,475285,424162
2632,3677,417392,574041
2633,4816,372667,288822
2634,2222,407674,593445
2635,1717,359125,233220
2636,4484,113769,455262
2637,1338,212035,209615
2638,1658,275717,229946
2639,1961,321815,402409
2640,1428,331832,271869
2641,4854,256629,427249
2642,1898,334799,562129
2643,1138,441926,513708
2644,4764,440526,330587
2645,3989,268157,197342
2646,1541,473083,524160
2647,3104,244542,396605
2648,2255,440856,333256
2649,3705,218643,472650
2650,3482,469561,437111
2651,1383,310154,448167
2652,3607,237877,466432
2653,1193,313396,402868
2654,4807,490400,274939
2655,4719,325956,513685
2656,3581,281844,438766
2657,3565,201422,195201
2658,3763,451444,166350
2659,3798,368774,466964
2660,3232,486618,460853
2661,2895,461013,500376
2662,3339,377845,570686
2663,4406,245931,311961
2664,1731,459429,291296
2665,3163,217556,388332
2666,3872,328495,286537
2667,4120,354809,494562
2668,1684,305384,247739
2669,1081,115021,374552
2670,3881,300935,205214
2671,3380,304222,376445
2672,3604,164361,284016
2673,3382,494461,174336
2674,1531,372499,188624
2675,2983,198841,477350
2676,1220,280076,194764
2677,1634,346300,506469
2678,2769,260786,195420
2679,4804,117198,254381
2680,3370,429095,215671
2681,2874,494868,558989
2682,1002,358466,257596
2683,2717,118740,438591
2684,1205,365954,285105
2685,2855,485887,599068
2686,1039,358308,170497
2687,3106,199855,229714
2688,3998,310192,276892
2689,3621,388927,353154
2690,1643,221701,564194
2691,2530,440191,389939
2692,4643,371615,293954
2693,2907,210771,298017
2694,3890,106163,599701
2695,4193,424215,399720
2696,4550,116065,472014
2697,3666,484467,299667
2698,3143,341262,365363
2699,4930,480113,247847
2700,4485,445600,345110
2701,4306,348924,599342
2702,1897,279420,392303
2703,2085,381298,508278
2704,2279,467847,578665
2705,3608,120229,513254
2706,3952,414731,391337
2707,3395,350470,561855
2708,1670,411857,588586
2709,4195,258069,355700
2710,2505,121101,221918
2711,3364,140391,585926
2712,4575,306935,335123
2713,1718,172723,341711
2714,2071,326293,153159
2715,4480,290477,483336
2716,2955,266020,479132
2717,2159,462408,257739
2718,4272,400065,430850
2719,1249,390604,553078
2720,3361,297190,422363
2721,2892,279354,501161
2722,4439,191725,446680
2723,4500,420589,483776
2724,2853,312139,384561
2725,3854,444352,520942
2726,2503,468427,446081
2727,4385,185779,171094
2728,4571,103060,275312
2729,4792,225806,254894
2730,4426,375875,396146
2731,3532,439974,267118
2732,2234,215871,308996
2733,4775,120719,495469
2734,1043,149116,281195
2735,4612,126325,596365
2736,3618,114551,483589
2737,1582,455431,181854
2738,4163,386422,210796
2739,2288,115141,481576
2740,3942,430057,340040
2741,1219,395759,584050
2742,2925,222058,429255
2743,3972,293823,222575
2744,4513,212684,260380
2745,3448,389596,436243
2746,4471,150391,593509
2747,3774,220288,258871
2748,1990,306132,399791
2749,3946,213535,427173
2750,2812,242770,575027
2751,4647,339947,165793
2752,1857,186711,460250
2753,1803,439994,497806
2754,1489,471877,365836
2755,4556,364509,408490
2756,2780,328625,544188
2757,2493,459806,543576
2758,4645,143372,283704
2759,3985,144134,579174
2760,3891,399967,384324
2761,2705,171158,230882
2762,4516,458220,526002
2763,4340,337159,299080
2764,3314,233021,227656
2765,1053,149396,573499
2766,3575,470480,463052
2767,4591,131912,288890
2768,1615,156947,180579
2769,2082,144387,205178
2770,2848,378652,338656
2771,4111,407736,346092
2772,4308,209249,263204
2773,1954,101919,245373
2774,3433,404739,282047
2775,2629,240689,428409
2776,3781,133298,475662
2777,3763,337225,547534
2778,1649,333725,532755
2779,3347,376600,578297
2780,1394,209599,339721
2781,4278,448820,265475
2782,2359,183721,324141
2783,3640,400068,359742
2784,4801,386384,517112
2785,3561,449525,523830
2786,4249,371372,226377
2787,3443,383830,503815
2788,1370,111920,293499
2789,1857,107432,583467
2790,1790,210507,380739
2791,1657,492653,252263
2792,4389,433869,568381
2793,3783,324647,271359
2794,2392,264982,510988
2795,1383,221764,214927
2796,3109,261298,485314
2797,4877,304222,488294
2798,3552,421243,437010
2799,1238,212557,422426
2800,1194,448904,301391
2801,3725,118013,579942
2802,4293,121446,165412
2803,3108,467353,274135
2804,2152,301447,270019
2805,4037,202261,436727
2806,3732,457883,364649
2807,3015,362701,474066
2808,1155,268461,418329
2809,4988,278772,498492
2810,4449,230878,241368
2811,4693,199143,337461
2812,4852,124578,407902
2813,1922,174779,429567
2814,3915,240668,201268
2815,3950,419644,262692
2816,4861,172534,584860
2817,2609,372273,317858
2818,4046,297118,507345
2819,4508,373740,495888
2820,1974,165355,268222
2821,2230,112974,500734
2822,3435,297745,573693
2823,4551,474148,376982
2824,2814,351366,272942
2825,3934,488938,284643
2826,1837,432346,169576
2827,3007,174442,531785
2828,2363,252890,290752
2829,4940,155598,306778
2830,3387,233726,360926
2831,1203,133758,367267
2832,1160,386348,527186
2833,4611,227309,351637
2834,1391,266000,591652
2835,1768,284681,283846
2836,4748,130552,298044
2837,3622,409181,295120
2838,3581,247278,248908
2839,2093,134831,520868
2840,3940,143563,387741
2841,1404,118361,230225
2842,1607,403479,494417
2843,4746,174469,276170
2844,2614,125816,510881
2845,2540,357422,508681
2846,3875,246691,207602
2847,4191,334295,478547
2848,2837,192479,177182
2849,1689,126819,492020
2850,4759,484474,459203
2851,3949,108798,552003
2852,2240,256215,412537
2853,3103,411839,473919
2854,1365,343942,340526
2855,2722,330259,293128
2856,4575,229544,588173
2857,4815,252254,571645
2858,4838,353800,195909
2859,4996,109415,465050
2860,1454,187638,509579
2861,1103,118452,498434
2862,1076,295457,456533
2863,1229,210205,433049
2864,2937,118170,370691
2865,4329,116259,334802
2866,4335,384243,207557
2867,3378,240721,528958
2868,2205,229394,387706
2869,1892,421402,383336
2870,4839,272109,347271
2871,2573,373949,328373
2872,3735,354599,234752
2873,3074,143147,590475
2874,4347,174280,355873
2875,2675,277125,416718
2876,1298,468921,500435
2877,1956,197841,407974
2878,3846,224726,599992
2879,2114,490503,246777
2880,3527,176215,436881
2881,3620,212909,173390
2882,3505,457509,241612
2883,2474,373129,202330
2884,1364,374535,221082
2885,3906,104861,334714
2886,2698,361968,564496
2887,1350,283000,379561
2888,4726,396508,433181
2889,4471,444543,266668
2890,3300,349072,269229
2891,3828,324402,583792
2892,2904,142923,571780
2893,3850,286968,380205
2894,2011,447962,366511
2895,3506,265912,246342
2896,4770,273327,392936
2897,3964,433304,502072
2898,1498,228165,178087
2899,1949,330314,259844
2900,2994,395673,357285
2901,4997,244013,162803
2902,3046,101669,589218
2903,1507,316854,478905
2904,2327,479517,278574
2905,3548,407003,352382
2906,3850,155786,490723
2907,3645,282155,559379
2908,1165,120323,332957
2909,4486,330502,367412
2910,3509,357249,186764
2911,1919,106021,343198
2912,1113,401951,389066
2913,4504,490449,348296
2914,1991,412499,459199
2915,4427,213415,463743
2916,2951,370855,494931
2917,4766,107904,359112
2918,3254,164033,451864
2919,4839,331659,243120
2920,2258,448622,325556
2921,4513,220035,277976
2922,4426,320859,526211
2923,1514,286168,319924
2924,2231,321666,163219
2925,1708,331853,520652
2926,4924,365237,240351
2927,4196,387062,461009
2928,3185,293708,204457
2929,1338,289878,240159
2930,3584,240466,580033
2931,1067,224501,350065
2932,2596,360228,243391
2933,2564,192510,595596
2934,1382,193708,462544
2935,1018,197819,448402
2936,3730,335603,362078
2937,4521,136303,330029
2938,3121,127453,523610
2939,1572,471030,299353
2940,3986,422839,227264
2941,4736,299521,332403
2942,2299,256837,326752
2943,4119,495556,581939
2944,3258,322787,291234
2945,3902,138057,375880
2946,2943,493813,521021
2947,1650,289060,594311
2948,2645,194655,423482
2949,1993,377169,368904
2950,3742,369289,161675
2951,3587,201206,239606
2952,4780,286869,432224
2953,4262,403867,393747
2954,2338,173230,398585
2955,1900,498046,426080
2956,4634,255002,160019
2957,2684,208138,387790
2958,3827,307097,592897
2959,2585,312376,500448
2960,2923,162040,354933
2961,2781,208668,154486
2962,2136,298768,494165
2963,3217,417174,360936
2964,4539,156815,268411
2965,4749,316741,300184
2966,2944,212789,201697
2967,2037,319478,205998
2968,2738,420067,259537
2969,1287,267644,509960
2970,4978,285102,176576
2971,3236,430048,331172
2972,3961,344533,520208
2973,4226,337469,231238
2974,2590,333308,564536
2975,3741,260275,365045
2976,2745,177088,275885
2977,3935,105608,215729
2978,3518,145667,240853
2979,2098,155547,271992
2980,3324,490535,375090
2981,1939,334907,441288
2982,4716,438092,537287
2983,4414,434024,338398
2984,2448,157560,489292
2985,1570,477207,431451
2986,4582,314601,472742
2987,3904,456362,562839
2988,2000,476606,301321
2989,2205,259487,241810
2990,3505,284286,515014
2991,1917,380141,222131
2992,2874,221266,506282
2993,1832,103679,319449
2994,4135,140308,595581
2995,3886,306096,515556
2996,4331,270914,446695
2997,3240,105695,455070
2998,2678,326812,240214
2999,1615,158499,499894
3000,1405,123382,188599
3001,2749,376379,379417
3002,4825,293295,259490
3003,3990,233438,505474
3004,3768,258539,172593
3005,1092,474612,375472
3006,3477,106764,259865
3007,1653,321968,323708
3008,4505,213831,583579
3009,4475,161836,337031
3010,1433,394067,366989
3011,2135,355033,379701
3012,1374,457855,282192
3013,4130,116292,559707
3014,2066,487057,193638
3015,1206,494830,320134
3016,1779,383083,417337
3017,2319,343772,165213
3018,2141,118800,404286
3019,1531,156440,394987
3020,4293,227521,491910
3021,3213,221327,365031
3022,3690,149648,298259
3023,4227,477336,291112
3024,4255,455642,347374
3025,1089,391908,179949
3026,2117,394614,393072
3027,1012,356160,546743
3028,4020,269573,398066
3029,2857,157207,364480
3030,1804,162157,514577
3031,1944,234288,358366
3032,3789,253144,561973
3033,2857,193778,437556
3034,4875,230016,295384
3035,4509,224288,565335
3036,4609,268204,292876
3037,2610,210573,335058
3038,3923,220730,196545
3039,2959,164186,488663
3040,4882,367104,311071
3041,4221,118781,508237
3042,3707,337677,582974
3043,4079,357506,506468
3044,2052,131126,153768
3045,1295,338217,413648
3046,4033,468178,480130
3047,1925,380027,528865
3048,4792,129782,158002
3049,1639,418531,225427
3050,3387,248051,450931
3051,1627,395890,163898
3052,3486,361161,553688
3053,2167,166266,230800
3054,1941,100056,364299
3055,1829,393601,521167
3056,2770,495459,575848
3057,3566,232773,276718
3058,1975,287453,183743
3059,4116,281510,359610
3060,1954,435983,393589
3061,2262,180636,324458
3062,1951,469841,280864
3063,1943,166483,586604
3064,3202,120505,302395
3065,2204,499769,322391
3066,4286,133525,166868
3067,3135,311474,380804
3068,4327,196008,414224
3069,2534,144348,294848
3070,2096,302259,347303
3071,3978,369417,598668
3072,1178,426380,334884
3073,3259,306641,213271
3074,2828,234607,227585
3075,2257,314096,274147
3076,1464,207157,165628
3077,2774,100908,537994
3078,4294,352299,409517
3079,3678,301225,289337
3080,3872,208352,567887
3081,4335,195967,541016
3082,2230,451133,424604
3083,3654,135079,409970
3084,1884,312628,153477
3085,4805,211889,414346
3086,3413,362063,263846
3087,3323,411467,501554
3088,3427,452053,394000
3089,4814,146105,518897
3090,2332,232957,423994
3091,2654,101049,385693
3092,4339,153281,564025
3093,1944,405415,283878
3094,4856,166697,550379
3095,4135,136534,506512
3096,3857,193034,412329
3097,4421,158097,174718
3098,1924,284885,337274
3099,2938,387181,306287
3100,1493,127278,571541
3101,2546,239344,430602
3102,4169,461317,280293
3103,2969,400438,534486
3104,2094,173277,297078
3105,3411,104694,375152
3106,3617,158150,576185
3107,2825,167470,226820
3108,1762,121556,516158
3109,3323,295543,570871
3110,1049,149086,375751
3111,4429,249979,231234
3112,3775,348399,279282
3113,1905,279559,421246
3114,3975,199468,479251
3115,1563,395531,384501
3116,1782,168602,276328
3117,3532,498810,564769
3118,4155,102460,234079
3119,4970,172356,541313
3120,4876,416842,244437
3121,4709,359925,229570
3122,3040,463890,242656
3123,2831,116191,347937
3124,1583,184631,530445
3125,2319,345702,322492
3126,1235,372673,306454
3127,3103,132175,188795
3128,2942,379819,201425
3129,1359,408942,207402
3130,2930,433054,357275
3131,1109,492544,515271
3132,1191,257048,388723
3133,1903,294188,566675
3134,2116,440822,461793
3135,1861,162821,353567
3136,3615,112204,245117
3137,2083,369538,411712
3138,1649,346464,589600
3139,1038,426958,359125
3140,4611,133593,337350
3141,4120,308260,490300
3142,4491,215064,579960
3143,1636,153365,500484
3144,2036,340644,180568
3145,1035,493659,561207
3146,3148,320511,421056
3147,4865,306971,313599
3148,4157,203700,462570
3149,4587,459221,522507
3150,4294,496681,380066
3151,2361,168247,563623
3152,2983,282631,403007
3153,1165,256270,555560
3154,3430,416884,152355
3155,2879,253560,246429
3156,4966,269587,335805
3157,4447,390042,588949
3158,4542,495135,595932
3159,3837,281142,261151
3160,4713,162613,450670
3161,1030,196707,430232
3162,4446,473921,477521
3163,1010,147003,325477
3164,3011,148478,582058
3165,4373,159030,211788
3166,3143,284133,201529
3167,4261,495215,262833
3168,3500,245921,253578
3169,3239,346160,333455
3170,1485,414944,189177
3171,2289,367589,266903
3172,2447,249112,189056
3173,4199,362390,216421
3174,3285,131153,314704
3175,2943,367356,451829
3176,4426,234411,358294
3177,2963,156238,218590
3178,4183,416015,421121
3179,2851,462816,502712
3180,2469,396751,461111
3181,2366,152055,486216
3182,4216,204509,558286
3183,4136,235467,433644
3184,4318,227378,527619
3185,3782,187687,160011
3186,1990,427222,329111
3187,4561,496907,552112
3188,1824,497057,507479
3189,2462,202652,583174
3190,3153,425341,585128
3191,3228,155773,150814
3192,3231,302668,567935
3193,1225,481087,432294
3194,1776,127584,153825
3195,3837,344901,200368
3196,4980,497516,558016
3197,2112,365482,225535
3198,1687,162601,236390
3199,1529,236559,373923
3200,4442,136282,255076
3201,1971,326137,356089
3202,1935,477591,329577
3203,4984,195798,403477
3204,2422,230963,207899
3205,3153,470755,363854
3206,2294,259876,434745
3207,2998,240987,291749
3208,3878,373302,572768
3209,2526,305229,410321
3210,1678,110547,368930
3211,4596,450857,273355
3212,3896,364603,503594
3213,4103,163146,314364
3214,3440,465721,278424
3215,1039,207761,275451
3216,3707,465871,478241
3217,4289,412604,354775
3218,4802,182970,297256
3219,4028,291889,370408
3220,2105,269319,478885
3221,1844,115419,211377
